Kendall bought anything required because they knew that failure wasn't an option.;How would you describe Kendall?;thorough;confident the task would be completed;sure that all the needed resources were available
Addison got a new bracelet from Robin on her birthday and Robin helped her put it on her wrist.;What will happen to Addison?;hug Robin;love the bracelet;hate the new bracelet
Skylar gave Austin some pills so he could get high too.;Why did Skylar do this?;didn't care about Austin;Purchase pills;enable Austin to do great things
Casey pulled the tooth to relieve the pain for their patient.;Why did Casey do this?;solve problems;take care of it;hurt someone
Aubrey sounded good talking so they asked her to speak on behalf of the group.;What will Aubrey want to do next?;practice the speech several times;conduct speaking exercises;represent them next
Jordan taught art in schools for a living as an art teacher.;What will Jordan want to do next?;teach others;harm others;lie to others
Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out.;What will Kendall want to do next?;watered a few of the plants;gather jars;watered a few of her pets
Bailey was trying to kill Aubrey so Bailey held Aubrey's breath.;What will Aubrey want to do next?;Fight for her life;Let Bailey kill her;leave the crime scene
Kai handed back the money when the cashier gave him too much change back.;How would Others feel as a result?;content with his decision to return the money;like yelling at Kai for being stupid;an honest person
Tracy understood Casey's mood better once they sat down and talked it out together.;What will Casey want to do next?;reach an understanding with Casey;hug Tracy;be mad at Tracy
Austin noticed that the pants did not fit well so Austin wrapped a belt around the waist.;What does Austin need to do before this?;find the belt;take off the pants;test out the pants
kendall was a hard worker so she kept the ball rolling on the project.;Why did Kendall do this?;complete the project;alleviate boredom;impress her parents
When they heard that their friend was moving this weekend and had no one to help, Taylor decided to give help to their friend.;How would Taylor feel afterwards?;like a good person who their friend really needs;unappreciated by their friend;Relieved
Riley began to hurt after her medical operation.;What will Riley want to do next?;go to the doctor;do nothing;injure herself more
While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first.;How would the others feel as a result?;jealous that they didn't help all of them;self-starting;intrigued that they didn't tell all of them
Taylor loved to read to their child every night, and having read so many books over the years, Taylor filled Kai's mind with stories.;What will happen to Kai?;develop a love of books;have a smart child;never learn to read
Sydney played Kendall's heart when she pretended to be interested in him at the party.;What will happen to Kendall?;be angry at Sydney;be excited;date Sydney
Kai was bored at the airport while waiting for a flight. They played card games.;Why did Kai do this?;have some fun;learn the game;get cards
Robin built a snowman in the snow and gave it a new name.;What will Robin want to do next?;put a carrot in the nose;get angry;destroy it
Alex took care of the children while their parents went out.;How would Others feel as a result?;very grateful;fulfilled that he did a good deed;exhausted taking care of children
Austin was taking a test and found it difficult at first.;How would you describe Austin?;overwhelmed;a student;stupid
Bailey was playing a game with their friend and destroyed their enemy's base.;How would you describe Bailey?;having fun;powerful;As someone who talks about friends
Alex saw that John was having trouble finding a van to move his furniture. Alex, being kind and generous, rose to the occasion and decided to help by offering his truck and assistance to help him move over the weekend.;How would you describe Alex?;happy to be a useful human being;offered his help and his truck;ignored his friend's trouble
Tracy went camping during the weekend because he wanted to get away.;How would you describe Tracy?;brave;bored;bad
Robin always gets pizza on the way home from work for her family on Fridays.;What will Robin want to do next?;pick up the pizza;complain to the others;finish work
Riley broke loose from the house. He thought he would never get out of there.;Why did Riley do this?;think about his life;Stay in the house longer;go home for a while
Riley is planning on making a large holiday meal for their family.;How would Riley feel afterwards?;dutiful;feeling loved;upset
Cameron interpreted science in terms everyone in the class could understand.;Why did Cameron do this?;did this to share information;did this to withhold information;encourage the class
Jesse had made popcorn for Jesse and Lee.;How would you describe Jesse?;nice;annoyed;sharing
Kendall got ready and snatched their journal away to keep it private.;What will Kendall want to do next?;hide their journal;lock their journal away;hide information
jesse set robin's sock on fire while they were sleeping because they were a pyromaniac.;What will happen to Robin?;be injured;heal burns on their foot;call the firetrucks
Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank.;What does Carson need to do before this?;bring the box of bugs home;watched Liz eat the crickets;threw the empty box out
Alex and his brother didn't have much in common. They went on a camping trip and Alex grew closer to their brother.;How would Others feel as a result?;happy;lonely;upset
Remy and Quinn were having an affair, and then Remy's wife found out.;Why did Quinn do this?;get Remy's wife out of the picture;let everyone know about the affair;get Remy's husband out of the picture
Jordan left their book in the library after studying all day.;What will Jordan want to do next?;Ask people if they've seen the book;go home;Go the library and hide the book
Remy thought she was having a boy, but Remy gave birth to a baby girl.;What will Remy want to do next?;return some of the boy colored clothes;name the baby;name the baby Brad
Kai wanted everything on their list for Christmas.;What will Kai want to do next?;tell their list;go Christmas shopping;joy
Aubrey was stressed about losing out on the promotion. To relax, Aubrey swam in the pool.;How would you describe Aubrey?;calm after swimming;a person who prefers not to swim;a person who likes to swim
Skylar entered the principal's office at school to receive the appropriate discipline.;How would you describe Skylar?;Disobedient;Respectful to authority;Kindhearted
Jan took the kids to NYC to see a show of one of their favorite artist.;Why did Jan do this?;spend some time with the kids;get a nice hotel room for the night;have a nice dinner in NYC
Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards.;Why did Addison do this?;Plan dinner;was hungry;Store the grocery bags
Kendall snatched the toy away and the baby started crying.;What will happen to Kendall?;give it back;become upset;become sad
Robin took her friend Skylar out for a nice dinner.;What will happen to Skylar?;Enjoy each other's company;stop being friends;be thanked
Riley played a role in the revolution because he gaved the army weapons and suppliles.;What does Riley need to do before this?;need to gather weeapons so that the revolution has a chance to survive;gather intel on the enemy so that theres accurate info;proud
Alex had a hard labor and after many complications gave birth to Sasha.;What will happen to Sasha?;Be given immediate medical attention;Be sent away to a different hospital;Be left alone in a small cot near the bed
While at summer camp, Remy had a ton of fun and made more friends.;How would Remy feel afterwards?;Friendly;well-liked;successful
Jan found new friends who are more popular than previous friends had been.;How would Others feel as a result?;jealous of the new friends;remorseful of the new friends;more popular
Addison was listening to music very loudly. They turned their music down.;How would Addison feel afterwards?;a fan of loud music;a fan with bad hearing;satisfied
Cameron saw what happened and gave Casey a sense of events they saw.;Why did Cameron do this?;So Casey new about the situation;So Casey could talk about the situation;Give a helping hand
Jan lit a fire under her coworkers because they wanted to start a fight.;What will Jan want to do next?;get everyone angry;a trouble maker;keep quiet
Jesse was having a difficult time remembering information so he made notes throughout his book.;What does Jesse need to do before this?;Get a pen;Finish the book;Take a test
Addison was already full from lunch but ate the cereal anyway.;How would Addison feel afterwards?;'s stuffed;eats even when she's not hungry;sick
Remy prevented the enemies from engaging with her troops in the battle.;Why did Remy do this?;protect them;needed to find out where the enemies were;be hateful
Cameron heard that they had gone missing and so he spent hours looking until he found Skylar's friends.;How would you describe Cameron?;dedicated to a task;indifferent to people;Someone who hate helping people
Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country.;How would his friends feel as a result?;motivated to change;like Lee was funny;like Lee was very talented
There is alot of people here hollering but Quinn enjoyed the show anyway.;What will happen to Quinn?;ignore the loud people;regret not staying home;laugh at bad people
Skylar put her daughters mind at ease after she claimed to see a creature in her room.;How would the daughter feel as a result?;more brave;like Skylar does not care about her;like doing evil things
Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth.;How would Others feel as a result?;grateful to Casey;angry at Casey;angry at Aiden
Remy prevented them from engaging by keeping them away from each other.;What will Remy want to do next?;give an explanation;push them together;give up
Addison kept their kids well behaved and taught them good manors.;What will Others want to do next?;be well manored as well;raise their kids to be good adults;ask their kids to behave
It was a pretty sunny day outside. Quinn walked instead.;What does Quinn need to do before this?;move their feet;have fun;notice the sun
quinn became friends with a cool guy who had a house so quinn moved into the house.;Why did Quinn do this?;be able to be next to the guy whenever she wanted;be nice to the cool guy;go against her parents
Tracy led their army and fought hard in the war until they sat upon the throne.;How would you describe Tracy?;powerful;peasant;ruler
When Casey found Aubrey drunk in their car, Casey called Aubrey's parents.;What will happen to Casey?;take Aubrey back home;find Aubrey new friends;not have Aubrey as a friend
Kai wanted everything. But Adam ruined everything. Adam always ruins everything for Kai.;What will happen to Adam?;lose friends;be pleased Kai wanted everything;move on to ruining something else
Kai handed back the mail after they looked at it.;How would you describe Kai?;As someone who knows what's in the mail;respected as a result;grateful as a result
Skylar got a cast on her leg after she broke it while skateboarding.;How would you describe Skylar?;sad;athletic;terrible
Carson dropped the whole pizza on the floor. Carson was at a friend's house.;How would Carson feel afterwards?;bad that they ruined the food;excited that they did this;happy that they dropped the pizza
Jan had a long intensive labor but gave birth to a daughter that day.;How would you describe Jan?;exhausted from the labor;full of energy;disappointed in the result
Bailey was busy. They hired Tracy as an assistant to help them out.;Why did Bailey do this?;needed some help;thought they knew it all;thought highly of themself
Cameron went off on her way.;How would Others feel as a result?;left out;accomplished;glad
Kai showed Jan how to do her job properly so she didn't get in trouble.;Why did Kai do this?;make sure Jan does it right;though Jan was lazy;was Jan's trainer and didn't want to get in trouble
Casey was hungry so they put food into the oven to cook.;How would Others feel as a result?;that Casey knows how to cook;starved;that Casey eats too much
Remy joined a band after he learned how to play the guitar.;Why did Remy do this?;share what he had learned;hear him play;show off his piano skills
Taylor made the assumption based on his experience. however, this time it wasn't the right assumption.;How would Taylor feel afterwards?;surprised;happy;Wrong
Sasha gave the dog some pills to help it feel better.;What will Sasha want to do next?;hope that it get's well;make the dog eat;find the pills
Alex gave birth to Sasha that summer in the early morning.;What will Sasha want to do next?;keep the baby;stop being pregnant;give the baby away
Quinn finished the movie and cried at the ending.;How would you describe Quinn?;sensitive;coldhearted;sad
Kendall witnessed a bully stuffing kids' heads in lockers so she went up to the bully to put an end to the bullying.;How would you describe Kendall?;always standing up for others;tired, exhausted, and weak;that more people should stand up to bullies
The teacher gave Kendall's class a quiz. Kendall knew everything that was asked.;How would Kendall feel afterwards?;pleased;despondent;anxious
Sasha got revenge on her sister for stealing her first boyfriend of two years.;How would you describe Sasha?;Distraught for it;High confidence;Great for it
Austin was having a great day and felt wonderful.;What will Austin want to do next?;smile at a stranger;scowl at a stranger;enjoy it too
Sasha spent a weekend in the mountains hiking and getting fresh air.;What will Sasha want to do next?;go home;ask people about a trip;have fun
Robin was eager to get her driver's license, so she took the test immediately after turning 16.;How would you describe Robin?;goal-oriented;maturing;responsible
Sydney played to Kendall's heart with the song they wrote for them.;How would Sydney feel afterwards?;Glad Kendall like's their song;Good for thinking something nice;persuasive
Tracy crowded around the group to tell them her funny story.;What will Tracy want to do next?;make them laugh;leave;tell her story
An old woman dropped her groceries outside of the store, Cameron went out of her way to help the woman collect her items.;Why did Cameron do this?;a good person;Go home;Walk to his car
Riley regarded Jesse, but Jesse was annoyed that they were being watched.;What will happen to Riley?;they will be slapped;anxious;irritated
Alex bought his entire team gold watches and when he gave them the present he put each watch on their wrist himself.;How would you describe Alex?;A thoughtful person;A greedy person;satisfied over the gift he gave his team
riley was a distrustful person so he regarded jesse with suspicious eyes.;What will happen to Jesse?;he will question riley;he will ignore riley;call Jesse out
Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap.;Why did Jordan do this?;not show others he was suffering;show that he only needed one leg;needed to have a surf board
Lee made copies so that everyone at the table could follow along.;What will Lee want to do next?;make sure there are enough;keep all the copies;find a copy machine
Tracy went camping during the weekend, but it rained so hard the tent got saturated.;What will Tracy want to do next?;go home;wanted to experience nature;find a place to swim
Sasha's team was playing terrible so took it upon herself to take over.;How would Others feel as a result?;ashamed of their play;proud of herself;happy about it
Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding.;What does Quinn need to do before this?;pick out a gift for Jordan;be caring;hold the gift in plain sight
Riley is trying to teach Sasha how to swim underwater.;How would you describe Riley?;helpful;bossy;they had worked hard
Aubrey kept the baby up at night while she played loud music on her guitar.;How would you describe Aubrey?;does not care about others;bad;a sweet person
Jan was nine months pregnant late in August of  the last year.;What will happen to Jan?;enjoy being a mother;see photos of a baby;see her have a baby
Carson ate Bailey's candy and took a nice long nap after eating the candy.;What will happen to Carson?;indifferent;be upset;proud
Taylor gave her friend a present for their birthday that year.;What will happen to Taylor?;be thanked by their friend;open the present;be happy to see their friend
Carson was starting a new job at the day care. Carson took care of children at a past job.;How would Others feel as a result?;happy;nervous;unhappy
Ash was finally able to redeem himself after the belly flop at the swimming pool last weekend.;What will Ash want to do next?;make sure he never does that again;remind everyone about what happened last weekend;needed to go to the pool
carson hated lee and his family so he took the risk to injure lee.;How would you describe Carson?;as mean;carson who has hated lee;to risk injure lee
Kai sat in Austin's lap because she wanted to show him more affection.;What will Austin want to do after?;start kissing Kai;embarrass Kai;hug Austin
Remy told Kai that they wanted to go out with them on a serious date.;How would you describe Remy?;in love;negative;awkward
kai was an outrageous fool so he stole carson's tools.;How would Carson feel as a result?;as angry;as calm;out of control
Quinn filed for a divorce after catching her husband cheating on her with the cleaning lady.;How would Others feel as a result?;awkward when interacting with her or him;a terrible person for cheating;like she should have given him another chance
Riley is a supervisor of Jesse, and is charged with making sure merchandise is not damaged.;What will Jesse want to do next?;want wrap merchandise in bubble wrap;drop the goods;give proper instructions
Carson tried to fight Robin last night while they were at a bar.;How would Carson feel afterwards?;aggressive;mean;upset
Aubrey kept their friends up at night with their music.;What will happen to the friends?;The friends were starting to get angry with Aubrey;The friends stayed up and made pancakes all night;The friends called a local restaurant to order pizza
Skylar entered the principal's office at school to tell the principal about the others bad behavior.;What will Others want to do next?;tell the truth;Retaliate against Skylar;Continue to be friends with Skylar
Someone has been stealing money from Riley. Riley leaves money on the counter in the kitchen and watches Jesse closely.;Why did Riley do this?;see if they could trust Jesse;get money from the kitchen counter;take money from the kitchen counter
Jordan was rushing out of the house to the car to get to work, and they slipped on a patch of ice and fell on their face.;How would Jordan feel afterwards?;angry;glad;happy
Jesse went camping with Addison's friends.;Why did Jesse do this?;stay in touch with his new friends;get closer to Addison;hates camping
Riley is the most popular student in the school.;What will Others want to do next?;join Riley's gang;run for class president;run for student council
Robin had thought about if for a week and decided to take Kai's advice.;What is Robin going to do?;a person who took Kai's advice;Became a deputy;strangely close ties all their lives
Even though Ash already knew about the surprise party, Ash threw up their arms anyway, acting surprised to make the kids happy.;How would you describe Ash?;A person who can act the part if needed;Surprised by the people at the party;glad to please the children
Jordan loved photography and wanted to get a new equipment.;What will Jordan want to do next?;buy a lens;choose a new one;buy a tape
Robin swings the car door open after they arrive to the new mall in town.;What does Robin need to do before this?;get into a car;shop at the mall;go inside the mall
Jesse set Robin's house on fire when Robin would not run away with him.;What will happen to Jesse?;be sent to jail;be loved by Robin;call the fire department
Alex couldn't believe they were able to make the escape to Mexico easily.;What will Alex want to do next?;avoid being caught after committing their crime;get arrested;celebrate
Sasha was the most popular girl in school when she accepted Jordan's invitation to go on a date.;What will Jordan want to do next?;Plan a romantic evening with Sasha;Plan a best friends outing with Sasha;Go on a date with Valerie
Riley knew she could not beat Kendall, but she had no alternative, so she fought Kendall in a battle.;What will happen to Riley?;suffer a loss;get a trophy for winning the boxing match;remain unbeaten
The security guard tried to tackle Riley, but Riley got free of the guard.;What will Riley want to do next?;run away;be good at wrestling;stay still
Aubrey practiced a lot, tried out for the team and made the squad.;What will Aubrey want to do next?;do their best for her team;practice so they can play;should watch the team play to understand the sport
Carson grew dark after his parents died in an accident.;How would you describe Carson?;emotional;unphased;happy
Tracy took Jesse's students to the park. Jesse had an emergency and asked her to.;How would Jesse feel afterwards?;grateful;a helpful friend who lends a hand;indifferent
Riley had twisted their leg and began to hurt so bad that they could not walk.;What does Riley need to do before this?;run;lie down;Sit and relax
Riley played a part in the revolution while it was still in the planning phases.;What will Riley want to do next?;proceed in their efforts to plan the revolution;disengage from their efforts to plan the revolution;get interested in the plan of the revolution
Lee reached his destination but had to make sure he locked up his bike before entering.;What does Lee need to do before this?;Bring his bike wherever he goes;Secure his bike with the lock;Leave his bike on the curb
Riley had fallen to the ground and let out a scream of pain.;How would you describe Riley?;in a lot of pain;very emotional;likes to be quiet
Kendall was watching a friend's dog. Kendall didn't know anything about  the dog.;How would Kendall feel afterwards?;that they should ask their friend what  to do;like they are confident they can do it;good with animals
Taylor had a huge test to take, but Kai kept Taylor calm while they were studying.;How would Taylor feel as a result?;more relaxed;that they were ready for the test;more insecure
Bailey and Jesse were both studying for a test and Bailey passed Jesse and examination booklet they needed.;What does Bailey need to do before this?;have an booklet Jesse can use;prepare for the test;read about The exam
Taylor attended their father's concert and was very proud of him.;How would Others feel as a result?;they were supportive;they were a bad kind;would be excited to say that's her dad
Skylar wasn't very good at the game and ended up losing their character.;What will Skylar want to do next?;Start the game over;they need to be out of practice;Throw the controller
Alex started going into labor, so she went to the hospital where she gave birth to Sasha.;What will happen to Alex?;be happy;she will live a good life;she will be a baby
Riley talked to their friends about what they should do that night.;Why did Riley do this?;do something fun;go out;hang out
Austin gave birth on Sunday, and was home with the new baby my Tuesday.;What does Austin need to do before this?;get to the hospital;take care of the baby;become infertile with the child
Quinn threw the frisbee very far, so the dog will have a challenge.;How would Quinn feel afterwards?;loved;passive;lazy
Casey was being silly and kept them up all night.;What will Casey want to do next?;get some sleep;play together;have fun
Aubrey is babysitting for her sister who has been exhausted lately because the baby stays up all night.;How would Aubrey feel after staying up all night?;Tired;feed the baby;go home and rest
Taylor got married but decided to keep her identity and last name.;How would you describe Taylor?;independent;shy and reticent;like a feminist
Taylor taught math in the schools every day as a vocation to make money.;What will Others want to do next?;stay in class;know how to teach;hate math
Tracy's hobby is woodworking. Tracy built things like baby cribs for the poor in their community.;How would you describe Tracy?;generous;Blessed;Very grateful
Remy paid Aubrey's taxes since she already owed money.;What will Aubrey want to do next?;return whatever they owed;throw the taxes out;go to the accountant
Aubrey sounded good today considering they had been sick last week.;How would Aubrey feel as a result?;elated that they are not sick;they were grateful;they were unhealthy
Kendall went home with Jan's friends after the movie was over.;How would you describe Kendall?;like he has a good social group;tired;thankful for the socialization
Lee set the stage with all of the decorations and lights.;How would you describe Lee?;proud of the stage;Motivated;tired from the work
Cameron took Jan's motorcycle for a spin without permission.;What does Cameron need to do before this?;Check the gas;Grab his jacket;Check the oil
Jesse showed Sydney's friends how to bake a cake when they were all together.;Why did Jesse do this?;share the cake;eat the cake;eat dessert
Jesse set their friend Robin's hair on fire by accident and Robin ran to get water.;How would you describe Jesse?;cruel;caring;kind
Addison turned their music down because they were making noise.;How would you describe Addison?;thoughtful;bored;annoyed
Aubrey was taking a test and had an answer sheet hidden on her desk.;How would Aubrey feel as a result?;worried about it;proud of self;a cheater
Kendall parallel parked so they could pass the driving test and get their license.;Why did Kendall do this?;drive independently;stay at home;travel to the DMV for the test
Tracy received a promotion after she worked long hard hours for the past few months.;What will Tracy want to do next?;take a vacation;quit her job to travel;focus on work
Sydney set the brush and trimmed branches on fire in the fire pit.;What does Sydney need to do before this?;make a neat pile and clear away debris;wait for it to be raining outside;pour lots of gasoline on it
Skylar has been working every day at getting her blackbelt and finally joined Sasha as having one.;How would Sasha feel as a result?;glad Skylar got a blackbelt;happy she finally earned her blackbelt;glad Skylar got a green belt
Taylor pissed on Jesse's bonfire after getting into a fight with Jesse over a girl.;What will happen to Jesse?;with attack Taylor;Jessie will hug Taylor;Jessie will high five Taylor
Kendall grabbed Jordan's hands tightly after Jordan proposed marriage to Kendall.;How would Kendall feel afterwards?;happy;unappreciated;cheated
Jordan was so good at painting portraits that they made it their career.;Why did Jordan do this?;Jordan's paintings sell for a lot of money;open a gallery;save for a house
remy went to the mall and made more friends.;What does Remy need to do before this?;get a ride to the mall;stay at home;lose interest in interacting with others
Robin was confronted by another staff member at their team meeting.;What will Robin want to do next?;speak with their colleague;run away;ignore their colleague
After rushing to make it to the gate, Robin missed his flight, so Cameron picked him up from the airport.;What will happen to Robin?;be in a car;pick up their friend;be on a plane
Kendall altered Lee's course. Lee was off on the wrong path at a young age.;Why did Kendall do this?;be a good leader;be demanding;change it
Taylor had not had contact with this friend for ten years and wonder how their life was going.;How would Taylor feel afterwards?;felt curious;felt angry;distraught
riley told lee to stay so that they could have a heart to heart.;What will happen to Riley?;get something off their chest;be sad about the talk;awkward about the conversation
Austin took them out for dinner and the others were pleased when he told them to pick something off of the dessert menu.;What will happen to Others?;The others will order dessert;The others will close their menue;smiles
Austin went fishing to the lake with Carson and some friends that night.;What will happen to Carson?;sleep;get drunk;hunt ducks
Sydney took a class on plants at the college she went to.;How would you describe Sydney?;educated;hard working;learned
Casey put food where Collin had been sitting because he got up to go to the bathroom.;How would Collin feel as a result?;sneaky;funny;angry
Lee had moved away from home a few months ago and he had the blues.;How would you describe Lee?;Sad;Content;Satisfied
Jordan affected the children's happiness by taking away all their games.;What will Others want to do next?;teach the children a lesson;keep their games away;be more behaved
Jesse had a date with Cameron when her friend called to see if she wanted to go see Lady Gaga live. Instead of keeping her date Jesse stood Cameron up and went to the concert.;What did Jesse do?;stood up her date Cameron;they are a person who prioritizes themselves;they are a person who puts themselves first
Robin was mad at someone from work, and she lost her cool.;What will happen to Robin?;Others will avoid Robin;Others will be scared of Robin;be fired
Skylar found a child standing in the airport alone and tried to find their parents.;Why did Skylar do this?;be kind;have a flight;be rude
Aubrey swam in the pool after eating a meal from mcdonald's recently.;What does Aubrey need to do before this?;make sure the food had settled;swim carefully;stay in the shallow end
Kai grabbed Carson's tools for him after he left it in the park.;What will Kai want to do next?;take them to Carson;Put them in the garage;throw them away
There were not enough seats on the train for everyone, so Austin sat on Bailey's lap.;What does Austin need to do before this?;see if Bailey was comfortable;anger Bailey;take off his pants
Robin's brother was hungry, too, so Robin cut the sandwich in half.;How would Robin feel afterwards?;accommodating;Hungry;friendly
Taylor had gotten very drunk and pissed on Jesse's bonfire.;What will happen to Taylor after the fact?;taken aside so that they can sober up;yell at taylor;beaten up by Jesse's other friends
Riley wanted to show off their cooking skills, so Riley made fish in the kitchen.;What will Riley want to do next?;serve everyone the meal they cooked;catch some fish;clean the frying pan
There was going to be a bake sale at school and Bailey asked Tracy, the best cook in class, to make cookies to help.;What is happening at the school?;sell cookies for charity;going to bring cookies to school;going to be a pep rally
Riley screamed in pain as the person across from them smashed their fists into Riley.;What does Riley need to do before this?;need to do nothing;need to sit still;need to try to escape
Kai wanted to help out at work so they brought Carson's tools to them.;What will Kai want to do next?;help Carson with what they are doing;think about if their doing the work right;wanted to be responsible
Cameron's best friend Robin was flying to visit Cameron, so Cameron had to go pick them up from the airport.;What will happen to Cameron?;be thanked by Robin;take a cab home;buy a plane ticket
The surprise party was a success solely because he Casey planned everything.;Why did Casey do this?;step up to the plate;avoid responsibility;let someone else take initiative
Austin always ate steak whenever he went out to a restaurant for food.;How would you describe Austin?;full;indecisive;knowledgeable
Taylor gave Kai a lot to think about.;What will happen to Taylor?;Research the information;not talk to Kai;not give out the information
Addison had a day off work and decided to go to a theme park.;Why did Addison do this?;have fun;wanted to be thrilled;go on the rides
Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage.;What does Kai need to do before this?;Be worried;go to the hospital next;Panic
Addison invited Austin to join the soccer club at the school.;How would Austin feel as a result?;interested in joining;jealous of Addison;upset about it
Jesse got angry with Robin and set their car on fire.;What will Jesse want to do next?;escape the fire;call the police;get revenge
Robin thanked Jordan for the dinner.;Why did Robin do this?;Get a goodnight kiss;Be taken home by Jordan;caring
Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned.;What will Jesse want to do next?;Bake a new cake;teach everyone how to bake;Give the cake to friends
Cameron took their work seriously and tried to do their best.;What will Cameron want to do next?;wanted to succeed;take a break;like his job
Bailey got a promotion at work after working there for only a week.;What will Bailey want to do next?;do a good job for more promotions;fire their boss;find a job with better promotions
Tracy put her jacket in the laundry and it hadn't been washed yet. Tracy wore Sydney's jacket to school instead.;What does Tracy need to do before this?;needed to decide what to wear;needed to have her jacket in the dryer;have a clean jacket
Sasha kept the baby and started applying for jobs.;What will Sasha want to do next?;care for the baby next;needed to find a job;go shopping next
Kendall altered Lee's course of action after seeing a grave mistake in his plans.;How would Kendall feel afterwards?;glad to have been paying attention;angry that Lee messed up;frustrated that Lee offered advice
Robin has been sick in the ER and Alex has been right there by her side but he had to leave to go to work.;What will Robin want to do next?;call someone else to come stay at the hospital with her;visit after work;stay by Alex's side when he gets home
Bailey was a new student at the local high school in town.;How would Others feel as a result?;Excited to make new friends;glad;Nervous about her first day
Taylor decided to take the bus based on their experience with the traffic.;How would you describe Taylor?;As someone who thought about it;relieved;relaxed
Jan went to work on the morning of the party because she was called in.;How would Jan feel afterwards?;tired;happy;loyal to work
Jordon made light of my ailment of a broken ankle.;Why did Jordan do this?;was just making a joke;was jealous of my ankle;wanted to hurt my feelings
Jan went out with Quinn's friends because they are bored.;What will Jan want to do next?;mess around;go home;jan who has releived quinn's friend
Riley and their friend were best friends.;What will happen to Others?;share happiness with their friend;share sadness with their friend;have fun doing things with Riley
Riley told Lee to stay at work a little later that night.;What will happen to Lee?;he will make money;he will quit;make sure lee stays at work
Austin just got a big bonus from the company.;What will happen to Others?;work harder for the company;hungry;receive more money from the company
Alex took care of his car in the right way and painted it so many times.;Why did Alex do this?;resell the car;Chose a paint color;angry
Carson learned a lot in school, as well as taking self-paced courses online, reading books, and practicing real-world skills.;How would you describe Carson?;hardworking;Driven by curiosity and pragmatism;Interested in learning only the basics
Carson was at a friend's house when their parents were killed at their home.;How would Carson feel afterwards?;sad about the parents;Very excited;Very upset
Carson thought it was a bad idea to drink and drive, and Taylor proved Carson's point last night.;What will happen to Taylor?;have their driver's license taken away;listen to Taylor's future advice;avoid drinking and driving next time
Riley proved she was the best of friends by buying her buddies an expensive dinner.;How would Others feel as a result?;loved;Others would agree that Riley likes to eat;Others would agree that Riley treats others well
Kai talked about politics with their friends to try and stay informed.;Why did Kai do this?;learn;needed to hang out with his friends;needed to make sure his friends know politics
Jordan taught art in schools to pass their love of creating and drawing to others.;How would Jordan feel afterwards?;dedicated to do what they love;thankful for Jordan;the need to choose a rewarding career
Cameron talked about Aubrey behind Carson's back all night at the Christmas party at Steve's.;What did others do about this?;One of his friends suggested this was not the time or the place to discuss Abrey negatively;One of his friends went behind his back and squealed on him to Aubrey creating more strife;One of his friends drew him into the bedroom and started screaming at him that he ruined the party
Sydney threw a big party because her friends and family were coming to town for vacation.;How would Others feel as a result?;uched by Sydney's efforts;Angry with Sydney;someone who loves their family
Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house.;What will happen to Sydney?;aweful she never expected this;lie about it;take the money
Jordan was walking home with their friends after school.;Why did Jordan do this?;chat with their friends;go home and sleep;okay if their friends come over
Remy told Casey to meet them at the pond in order to do some fishing.;How would you describe Remy?;trying to be friendly;eager to go fishing;rude to other people
Quinn wore jeans to school the next day even though the doctor told him not to because of swelling.;What does Quinn do this?;loved his jeans and did not believe that he would swell that much;loved his jeans and knew the doctor was just and old fuddy duddy;skip school daily
Robin wanted to share the food with a friend, so they cut the sandwich in half.;What does Robin need to do before this?;get a knife;eat half of her own sandwich;give half the sandwich to her friend
Remy gave Skylar's Netflix account password to one of Remy's other friends.;How would Skylar feel as a result?;used;like a bad friend;excited
Aubrey got gas at the station and got some snacks for the drive.;Why did Aubrey do this?;have fuel;find a gas station to stop at;make a snack
Taylor helped Ash move in to their new house.;What does Taylor need to do before this?;be able to help;thank Ash;go get food
Jesse said something mean to Riley and Riley regarded them with hurtful eyes.;What will Riley want to do next?;Get an apology;going to apologize;going to be remorseful
Austin wrapped their jacket around their waist to free their hands to help move boxes.;What will Austin want to do next?;pick up boxes for others;did not want to be restrained by a jacket;wanted to move about freely
Carson took pictures of all of the children at the birthday party.;How would the parents feel as a result?;happy to have the souvenir;made about all of the pictures;angry about what Carson did
Cameron took the children. He was a kidnapper and a child molester and the cops were on his trail.;What will the cops want to do next?;put out an APB;hide;escape
Kendall opened their mouth to speak and what came out shocked everyone.;How would you describe Kendall?;a very aggressive and talkative person;a very quiet person;a very passive person
Taylor was a math wiz who had just gotten a job in the city school.;What will happen to Others?;solve problems;learn but refuse to take exams;not listen to Taylor and fail
Quinn ate the last piece of cake.  They felt bad about it.;How would Quinn feel afterwards?;guilty;like they need to buy another cake;greedy
